#{"t_start": 1656657733.9157495, "env_id": "uav-v2"}
r,l,t
-230499.921299,600,18.383593
-9208.164467,600,34.894722
-289145.111001,600,51.447656
-128840.624918,600,79.470147
39001.129443,600,96.07244
612.374062,600,125.02618
720.379119,600,151.726298
54928.69983,600,168.24751
-37504.12538,600,184.786494
66628.097688,600,201.324678
102605.881269,600,240.439954
91811.449864,600,256.949494
97566.30734,600,273.450459
107401.505235,600,300.153565
114305.412952,600,316.674789
137404.139261,600,345.578546
125701.439667,600,362.137534
169501.798555,600,388.827935
164401.464078,600,405.331656
178801.184076,600,421.880378
180659.289828,600,460.972646
206401.274682,600,477.48283
217518.799742,600,494.025463
222001.233623,600,520.795058
250801.266172,600,537.326911
229501.295175,600,553.845595
232201.50719,600,582.735558
287701.395818,600,609.474259
289201.015283,600,625.978057
290100.965345,600,642.493945
280800.813358,600,669.188293
311101.035274,600,698.101478
310201.274766,600,714.625804
305400.92522,600,731.185425
340801.274184,600,757.856544
370801.105893,600,774.36396
368701.102787,600,803.24105
377100.971023,600,830.005664
375000.883052,600,846.495405
387601.391867,600,862.996469
360901.58057,600,889.79039
420005.032302,600,918.710609
420900.919145,600,935.219444
418500.949797,600,951.723626
433201.152848,600,978.484836
427205.742438,600,994.959691
445501.311306,600,1023.80853
422700.879312,600,1050.59658
457801.080222,600,1067.090799
446101.18933,600,1083.584221
470101.084484,600,1100.081659
470101.02437,600,1126.846365
477001.003494,600,1155.689707
464101.18691,600,1172.189944
483001.098056,600,1198.992506
468901.196997,600,1215.449517
474901.148848,600,1231.963905
482101.032198,600,1260.825389
483005.268613,600,1287.550482
490201.100596,600,1304.02332
481200.792707,600,1320.51456
498601.176122,600,1347.279755
502501.06536,600,1376.092666
501601.559973,600,1392.56551
482701.239415,600,1419.536346
505200.889286,600,1435.994617
510605.267693,600,1452.440432
501301.069042,600,1481.255914
499200.93086,600,1508.131269
511201.020118,600,1524.54581
519901.105201,600,1541.00444
515401.000817,600,1567.94595
515401.119013,600,1596.745271
504901.009864,600,1613.21557
509701.039044,600,1629.690965
513300.86833,600,1656.65432
514500.916972,600,1673.138517
513901.406506,600,1689.620083
505801.918835,600,1728.96042
518701.404825,600,1745.415359
517201.186751,600,1761.8544
513301.004332,600,1788.763771
513301.417603,600,1805.227532
524400.957508,600,1834.021019
518401.004086,600,1850.470099
524700.983075,600,1877.430338
516000.86381,600,1893.863369
519600.874908,600,1910.31664
524701.129346,600,1949.693679
520501.06907,600,1966.114265
519301.082573,600,1982.569762
522600.898277,600,1999.004561
522301.384006,600,2026.017401
516005.115109,600,2054.823634
524101.098094,600,2071.295272
516900.908856,600,2098.320599
525600.858286,600,2114.801748
525901.101249,600,2131.273313
523800.960479,600,2170.549854
527401.05684,600,2187.025594
524100.888662,600,2203.519957
521701.108793,600,2219.989982
527701.372106,600,2246.954944
529201.378397,600,2263.403406
523201.071592,600,2292.216349
526201.358397,600,2318.574139
531901.099713,600,2334.927392
529500.978363,600,2351.267328
524101.114461,600,2367.592939
530700.842909,600,2405.917012
528300.879046,600,2422.233513
528300.644332,600,2438.548111
528601.114735,600,2464.855108
533100.929661,600,2481.175688
530701.139676,600,2509.677689
528000.985112,600,2526.034311
531001.406844,600,2552.397038
529801.045832,600,2568.729725
526800.845895,600,2585.044018
526201.092725,600,2623.594627
528601.193576,600,2639.917552
528300.919979,600,2656.229413
527101.036195,600,2682.602515
534301.113223,600,2698.932045
533101.241422,600,2715.238736
529201.059265,600,2743.763143
528600.928513,600,2770.287526
532801.030725,600,2786.603185
532201.094291,600,2802.917321
533701.031408,600,2829.55158
532501.146547,600,2858.085084
531001.007157,600,2874.446951
528901.025222,600,2890.769439
530101.311701,600,2917.438167
528909.209906,600,2933.77872
529500.708006,600,2962.289544
532501.013199,600,2988.998684
534300.886185,600,3005.347991
531900.951492,600,3021.676884
534000.951881,600,3048.461427
530401.120022,600,3076.985553
524100.717295,600,3093.312994
531601.018748,600,3109.615457
531901.106927,600,3136.079158
530701.05051,600,3152.410562
534300.99165,600,3180.968445
530700.925686,600,3207.599889
531301.110343,600,3223.886269
529801.261986,600,3240.203512
531000.949448,600,3256.510494
533700.765301,600,3283.194969
536101.152831,600,3311.691259
531000.96462,600,3328.032285
531000.934891,600,3354.710479
532800.879517,600,3371.02826
534901.577649,600,3387.330436
535201.959349,600,3415.834403
533100.983504,600,3442.312179
536101.064004,600,3458.627955
530401.15394,600,3475.119567
534600.926038,600,3501.896703
534601.418781,600,3530.700731
534900.963598,600,3547.202088
532201.145856,600,3574.15829
536400.941415,600,3590.655949
533100.897257,600,3607.141143
533400.941322,600,3635.959639
533401.226026,600,3662.983371
532800.95584,600,3679.471455
532500.890337,600,3695.967392
534901.209754,600,3723.011413
533401.365023,600,3751.828412
533700.933106,600,3768.313947
533400.859988,600,3784.79067
534001.029804,600,3811.755978
534900.757813,600,3828.207909
536101.015142,600,3844.673562
534901.144022,600,3886.046883
531901.063394,600,3902.575954
535501.100889,600,3919.099528
536101.63062,600,3946.388174
534900.890827,600,3962.858891
534301.144712,600,3991.653499
536401.251192,600,4008.122609
535800.947172,600,4035.498284
533701.024869,600,4051.968601
534001.027581,600,4068.475406
537601.164762,600,4108.090788
534600.782787,600,4124.598636
537001.282063,600,4141.101562
534901.328692,600,4157.580026
536100.997661,600,4184.887517
534001.118245,600,4213.735658
534006.280244,600,4230.229792
533405.554322,600,4257.808218
536700.985819,600,4274.396804
536701.687696,600,4290.97066
537301.215002,600,4331.07463
536401.054841,600,4347.615098
536401.048022,600,4364.197302
534601.086387,600,4380.745186
536101.114753,600,4408.319456
537301.07051,600,4424.897796
538500.930846,600,4453.956979
535201.421913,600,4481.519784
534901.02893,600,4498.073802
535500.870888,600,4514.657113
537601.101638,600,4531.215737
533700.917592,600,4571.278491
536100.891064,600,4587.846166
535801.022993,600,4604.433948
534000.857772,600,4632.04721
532800.955757,600,4648.685454
535201.117024,600,4677.789116
537001.053684,600,4694.376952
535501.183125,600,4721.35735
534901.125855,600,4737.935599
537600.860234,600,4754.509702
535200.995119,600,4794.322701
537901.036227,600,4810.947723
534601.057326,600,4827.544363
536100.898629,600,4854.78986
537000.943897,600,4871.42186
531900.882447,600,4900.550688
537000.819219,600,4917.161518
537300.938284,600,4944.403765
533400.876875,600,4961.025564
536701.571347,600,4977.636559
535800.912704,600,5004.60726
535801.001872,600,5033.713362
539100.960574,600,5050.338145
535800.976898,600,5066.939142
535501.074601,600,5094.12722
535501.178428,600,5110.748543
535801.255604,600,5139.908127
535501.059012,600,5167.087677
537901.275388,600,5183.685705
536101.092707,600,5200.316242
538501.368472,600,5227.519406
538201.064115,600,5256.639464
537000.92147,600,5273.255537
537901.01286,600,5289.851712
535801.052731,600,5317.094828
538200.729077,600,5333.707255
535501.137607,600,5362.781891
537001.301331,600,5390.031208
537601.139707,600,5406.633749
535501.0822,600,5423.230346
537001.090688,600,5439.841968
536100.82043,600,5467.168841
537001.494234,600,5496.266623
536701.34104,600,5512.843619
538201.28453,600,5540.318055
537900.936595,600,5556.926842
537901.150486,600,5573.535467
538800.895105,600,5602.615878
538801.338613,600,5630.121594
537900.989517,600,5646.701051
536401.054676,600,5663.28973
536100.923951,600,5690.793125
537600.929401,600,5719.866191
537901.133773,600,5736.466918
537900.987304,600,5763.959406
536401.062021,600,5780.583166
538200.870022,600,5797.227201
537301.206718,600,5826.411867
537301.016451,600,5853.926586
534900.884133,600,5870.513926
537901.176183,600,5887.08876
537601.062488,600,5914.61556
538201.22669,600,5943.647225
537900.907491,600,5960.255956
538500.965623,600,5976.825741
539101.142933,600,6004.357821
538200.838949,600,6020.96911
537301.332176,600,6037.581491
537300.881846,600,6077.659101
538200.917759,600,6094.241359
537001.024402,600,6110.825566
538501.007674,600,6137.886626
536400.944785,600,6154.470435
534305.386205,600,6183.654887
537001.092771,600,6200.271879
535801.137539,600,6227.334013
537901.164497,600,6243.922103
539401.02172,600,6260.528696
538201.225236,600,6300.143713
536100.761957,600,6316.770187
537901.043605,600,6333.387471
537000.961485,600,6349.996491
537301.537026,600,6377.222987
537000.960207,600,6406.321571
537901.058914,600,6422.925374
536400.820213,600,6450.221137
539401.343393,600,6466.845345
537600.986941,600,6483.454875
537300.999731,600,6523.185891
539100.824902,600,6539.766949
538501.23192,600,6556.35959
536401.236728,600,6572.948333
539400.917159,600,6599.981148
537300.853298,600,6616.581059
538501.002621,600,6645.697126
538501.039388,600,6672.921091
537601.012133,600,6689.534188
537901.077418,600,6706.143355
536401.028382,600,6722.752157
538801.012714,600,6762.513136
536101.400591,600,6779.152387
538201.111911,600,6795.760659
540000.928788,600,6823.050931
537901.163772,600,6839.642097
536401.038804,600,6868.681376
536700.85768,600,6885.287189
538501.515835,600,6912.618952
539700.878383,600,6929.221486
538500.713417,600,6945.831423
537601.10038,600,6985.827665
538801.252164,600,7002.450035
537601.023229,600,7019.062918
537901.052636,600,7046.641227
538200.966909,600,7063.23782
538501.307487,600,7092.301937
539701.149362,600,7108.908475
538201.232041,600,7136.475548
537901.014223,600,7153.082825
535501.165421,600,7169.702536
539100.9822,600,7197.250836
538501.068926,600,7226.395856
538501.396711,600,7243.002025
539100.938827,600,7259.629992
538200.947236,600,7287.205617
537900.692635,600,7303.768561
537301.286543,600,7332.880553
537601.000264,600,7360.485496
538201.133697,600,7377.117841
538801.1867,600,7393.733563
537600.832004,600,7421.385155
538500.94311,600,7450.515158
539101.02273,600,7467.120316
536700.931316,600,7483.726019
538201.238566,600,7510.761132
537605.379769,600,7527.353424
538200.989858,600,7556.514257
535801.029081,600,7583.804932
537601.046882,600,7600.410664
539100.913046,600,7616.978676
537600.893049,600,7633.583613
538800.912142,600,7673.407348
535801.046466,600,7689.9797
539100.917754,600,7706.601085
536400.782429,600,7733.895469
537001.149514,600,7750.487999
536400.762723,600,7767.18801
539401.060776,600,7807.130647
536701.056912,600,7823.749789
537300.923303,600,7840.349359
538201.184507,600,7856.964354
538801.009299,600,7884.499117
537001.176805,600,7913.648654
539701.202457,600,7930.263819
537001.156673,600,7957.859107
538501.212947,600,7974.503651
537600.812765,600,7991.129538
535800.826343,600,8020.235683
538201.038918,600,8047.788643
539701.280057,600,8064.419262
538201.044023,600,8081.025009
537301.049601,600,8108.641764
537601.17773,600,8137.777187
537901.335427,600,8154.346511
539401.068861,600,8170.955211
537301.486315,600,8198.545656
539701.198171,600,8215.118088
529944.004457,600,8231.752881
537601.01011,600,8271.301918
537901.186867,600,8287.938785
538501.198686,600,8304.546332
539100.977186,600,8331.775424
539100.944686,600,8348.369395
540001.393952,600,8377.474055
538501.112601,600,8394.076998
537000.858068,600,8421.113327
538201.082745,600,8437.710299
538501.093091,600,8454.319562
537901.076855,600,8493.848968
535500.808155,600,8510.405188
536700.791646,600,8527.024941
537301.190593,600,8543.63639
539100.880019,600,8570.815826
537601.885102,600,8599.888231
538201.128551,600,8616.538456
538501.059342,600,8643.783695
538800.912268,600,8660.381802
537301.300928,600,8677.001911
537901.099345,600,8716.695101
538501.165093,600,8733.309891
537601.068489,600,8749.936193
536701.014404,600,8766.530633
539400.966644,600,8793.80347
537901.07021,600,8810.401508
538201.069896,600,8839.481998
538801.101003,600,8866.832248
539100.872219,600,8883.415961
535800.921349,600,8900.000809
539101.121256,600,8916.602316
538801.041376,600,8956.584998
539101.155078,600,8973.21173
536701.002188,600,8989.805477
538201.269259,600,9017.386948
537601.573555,600,9033.997694
538501.042235,600,9063.052128
538800.95798,600,9079.643317
539701.100292,600,9107.236585
538501.18978,600,9123.821609
537001.237488,600,9140.43259
537001.041428,600,9180.564256
538501.229315,600,9197.186023
535500.932768,600,9213.770755
537001.069232,600,9241.362393
537309.692774,600,9257.934892
538200.694678,600,9287.031914
537600.851057,600,9303.616835
537601.042943,600,9331.211891
538200.936554,600,9347.803604
539401.185249,600,9364.400999
539701.086501,600,9391.981325
537600.881323,600,9421.090756
539101.11431,600,9437.661579
539401.327737,600,9454.285384
539101.467409,600,9481.843822
537301.094825,600,9498.414196
539401.064748,600,9527.55784
538801.065204,600,9555.136599
539700.938916,600,9571.759945
537901.114849,600,9588.36217
537001.223608,600,9615.948287
539401.227663,600,9645.042498
538500.980546,600,9661.64919
537300.975715,600,9678.245679
539100.904498,600,9705.828247
540001.664903,600,9722.470953
540000.800008,600,9751.569041
538201.187234,600,9779.063359
539401.084647,600,9795.65993
537601.067167,600,9812.277008
536701.002847,600,9828.862352
537900.861392,600,9868.315802
538501.086269,600,9884.941261
538801.028722,600,9901.541714
540001.067337,600,9928.703576
538201.279613,600,9945.330388
537601.363672,600,9961.944508
537601.215347,600,10001.613293
537900.767538,600,10018.237916
539401.081396,600,10034.872839
539101.569064,600,10051.513839
538200.831775,600,10078.740534
538801.031578,600,10107.889734
539401.585212,600,10124.512187
538500.928316,600,10151.817756
537901.053976,600,10168.439858
538501.146609,600,10185.068118
538201.156782,600,10214.184756
538501.072895,600,10241.504749
538501.250104,600,10258.093245
539100.989455,600,10274.689038
538501.151029,600,10302.22509
539401.130859,600,10331.34274
538201.276574,600,10347.914979
540000.986951,600,10364.543108
538801.181962,600,10392.161094
539101.057373,600,10408.80106
539100.947296,600,10437.941106
538805.10919,600,10465.504899
538801.281047,600,10482.109007
537300.837552,600,10498.736727
538200.968644,600,10526.276222
538501.081355,600,10542.897198
537600.81245,600,10572.026397
536401.059932,600,10588.64372
539400.911908,600,10616.196678
