#{"t_start": 1656758304.3809786, "env_id": "uav-v0"}
r,l,t
-6991.122625,600,16.882921
-7770.518974,600,33.526524
-10933.327026,600,50.014905
-2520.868877,600,77.225226
-4843.002483,600,93.825729
-7578.718693,600,123.671894
-5670.875154,600,150.54797
-6811.410088,600,167.21016
-2230.136012,600,184.12398
-3990.400848,600,200.827736
-1922.44023,600,240.176674
-3503.344531,600,257.312393
-7913.118364,600,273.902862
-1921.718723,600,300.803429
-13328.823023,600,317.420876
-5525.680574,600,346.543096
-942.197421,600,363.132143
-2016.579562,600,390.747262
-2374.728175,600,407.410265
-3172.828486,600,424.072568
-2092.468766,600,464.439992
-3777.646866,600,481.101495
-800.47218,600,497.787704
-3679.435222,600,525.283538
-1022.26966,600,542.041049
-2819.058436,600,558.667205
-1309.157929,600,588.511682
-1921.395284,600,615.482894
-6308.422581,600,632.218942
-882.798741,600,649.168392
-515.879096,600,676.248904
-2279.602631,600,706.027806
-1517.012144,600,722.73122
-1566.622232,600,739.404328
-13333.490439,600,766.560022
-411.266171,600,783.187001
-386.903666,600,812.507333
-659.327864,600,841.01609
-738.501438,600,857.844469
-1924.844503,600,874.494174
-182.855903,600,901.450744
-6804.418382,600,931.118965
-1240.21841,600,947.912793
-395.938351,600,964.602622
-3609.313031,600,991.488433
-1092.248557,600,1008.17694
-1022.03445,600,1037.844007
-1110.596391,600,1065.287634
-98.427085,600,1081.928613
-703.907645,600,1098.48782
-671.035063,600,1115.123886
411.926279,600,1142.445927
-430.316493,600,1171.626639
-299.324518,600,1188.409856
-836.307387,600,1215.420473
-8.271818,600,1232.034787
25.198885,600,1248.874588
-4546.524869,600,1278.031712
-497.870736,600,1304.989063
289.7662,600,1321.918854
-53.616618,600,1338.664234
261.04812,600,1365.508581
-502.321091,600,1394.86036
-14238.272265,600,1411.560748
37.395113,600,1438.554234
141.827881,600,1455.207974
89.219965,600,1471.885496
488.328354,600,1501.542395
316.299606,600,1528.090111
-58.729589,600,1544.57192
230.644464,600,1561.344832
168.506721,600,1587.866679
323.46166,600,1616.799207
250.706265,600,1633.586787
-106.993091,600,1650.243025
-73.618532,600,1677.459643
-127.737084,600,1694.624252
125.61177,600,1711.218288
-14.632194,600,1751.724272
-55.642782,600,1768.557185
228.324936,600,1785.358487
-1855.395334,600,1812.50432
235.130825,600,1829.151177
331.001888,600,1858.905335
163.942202,600,1875.530708
447.931527,600,1902.673003
-855.660972,600,1919.505995
461.83653,600,1936.237683
527.082283,600,1975.996824
536.789392,600,1992.74563
80.157965,600,2009.375464
399.94224,600,2026.346291
347.750443,600,2053.741738
386.255717,600,2083.125207
74.206704,600,2099.913537
238.426378,600,2127.566002
-4602.089139,600,2144.35256
266.575266,600,2161.050675
149.753386,600,2200.481214
292.664752,600,2217.530313
366.193349,600,2234.252609
152.611188,600,2250.964747
268.165289,600,2277.849573
193.881646,600,2295.037654
-390.078427,600,2324.669585
568.438092,600,2351.745203
187.830961,600,2368.387711
577.139572,600,2385.366639
385.475109,600,2402.110484
139.543612,600,2442.005325
