#{"t_start": 1656758304.397457, "env_id": "uav-v0"}
r,l,t
-3183.149796,600,16.794593
-5025.705545,600,33.264575
-4468.470672,600,49.764566
-3898.154699,600,76.388622
-2069.106767,600,92.904557
-1483.079838,600,121.78063
-1955.798469,600,148.351315
-2218.823514,600,164.826792
-7251.18483,600,181.337873
-3776.199771,600,197.850485
-558.712268,600,236.810838
-2477.1136,600,253.303639
-5095.981681,600,269.788634
39.506411,600,296.374004
-1709.6251,600,312.890609
-5046.29858,600,341.788704
-2611.235267,600,358.32395
-2685.23117,600,384.883606
-953.712289,600,401.37958
-5557.655362,600,417.870612
-1549.35452,600,456.838693
5.095516,600,473.329043
-3122.408362,600,489.825381
-2097.58304,600,516.430672
23.352074,600,532.933013
535.763267,600,549.45799
-1417.513976,600,578.371451
-633.610479,600,604.997747
653.478184,600,621.540616
-85.542968,600,638.146937
754.7847,600,664.808045
-274.385675,600,693.709584
260.783176,600,710.216526
194.584229,600,726.720652
-207.564211,600,753.289088
-433.029085,600,769.819584
-549.780688,600,798.752786
-1007.106468,600,825.342484
437.27639,600,841.84581
-777.62242,600,858.373492
1681.367235,600,884.967649
818.327719,600,913.914735
-208.665564,600,930.42097
53.885721,600,946.938794
-175.748684,600,973.526662
868.122725,600,990.042603
1217.941281,600,1018.953502
1089.533799,600,1045.572415
1019.50788,600,1062.080743
235.41176,600,1078.622779
675.972978,600,1095.130378
504.766869,600,1121.745755
-1402.831835,600,1150.645232
-131.283455,600,1167.168699
405.527845,600,1193.757292
538.955784,600,1210.276906
381.119936,600,1226.78115
1196.26536,600,1255.679128
639.819584,600,1282.240669
-51.078955,600,1298.753745
1486.881906,600,1315.26878
-17.857433,600,1341.862118
45.729162,600,1370.779725
682.208564,600,1387.309772
1236.183953,600,1413.887098
917.066453,600,1430.392823
905.750676,600,1446.908793
845.601716,600,1475.796065
864.427429,600,1502.418802
-169.528549,600,1518.927843
809.445338,600,1535.444435
-2.047451,600,1562.050352
1393.933227,600,1590.969961
816.752577,600,1607.474598
1552.537908,600,1623.973856
1143.002389,600,1650.539586
823.955802,600,1667.051885
899.875457,600,1683.554851
747.146211,600,1722.504556
1309.4033,600,1739.003861
279.014114,600,1755.517082
