#{"t_start": 1656794363.5196807, "env_id": "uav-v0"}
r,l,t
-14161.394656,600,25.98542
-6631.115597,600,51.443417
-14246.209207,600,76.882701
-4170.862249,600,114.202469
178.379192,600,139.769206
-3683.243557,600,183.501522
-22535.91022,600,220.687467
-24451.828675,600,246.252734
-18206.658266,600,271.826643
-15126.898394,600,297.411329
-7738.931431,600,352.779479
-5300.535706,600,378.319221
-8432.307308,600,403.87339
-9240.058174,600,440.961524
-7518.236078,600,466.5103
-1292.076704,600,510.205519
-4538.76861,600,535.767513
-12911.718813,600,572.822255
-24060.984027,600,598.411739
-6540.748795,600,623.988368
-11171.989297,600,679.21317
-21028.4996,600,704.792677
-4158.388512,600,730.400932
-28.339951,600,767.297541
-32192.342622,600,792.996179
-2459.8548,600,818.648438
-8833.139019,600,862.380535
-6452.725367,600,899.317193
-9790.446851,600,924.827045
-9135.262494,600,950.397796
-6135.008949,600,987.201418
5050.724209,600,1030.891044
1496.104953,600,1056.334445
-2527.226083,600,1081.810016
-2402.126569,600,1118.654952
-6757.533977,600,1144.1788
-9097.022316,600,1187.800698
4182.82292,600,1224.716413
-4415.397978,600,1250.301758
-979.600454,600,1275.79834
1917.212573,600,1312.527668
2751.392573,600,1356.220122
-19832.729412,600,1381.811154
1930.415685,600,1407.354203
-14526.835389,600,1444.121891
3727.106202,600,1469.643175
1088.678092,600,1513.225488
-12512.291641,600,1549.998752
880.266236,600,1575.588312
383.047714,600,1601.095426
3357.774226,600,1626.67716
-6424.662843,600,1663.389734
-1758.135449,600,1707.056552
1295.186898,600,1732.519894
-6900.698896,600,1769.233842
2523.838766,600,1794.782609
1477.9367,600,1820.472483
-6311.879504,600,1864.134294
-1751.384498,600,1900.870487
-1168.921609,600,1926.435198
3326.90446,600,1951.994973
8.965404,600,1988.694358
1511.866963,600,2032.376054
-521.98644,600,2057.939507
-12122.470233,600,2094.6195
-8670.458845,600,2120.238962
10197.082626,600,2145.753375
-1443.189105,600,2189.35776
-663.128281,600,2226.091789
-3382.573082,600,2251.713625
-8893.248125,600,2277.361956
-7966.417689,600,2314.066437
-8846.302966,600,2357.805828
-73.666634,600,2383.37732
4569.337122,600,2409.057508
420.246157,600,2445.794681
-3100.913279,600,2471.420902
-4491.867048,600,2497.03539
-10038.991631,600,2551.903893
3278.711877,600,2577.546066
4606.823542,600,2603.158502
2080.450361,600,2639.873914
-3222.775624,600,2665.468235
-6170.163962,600,2709.272864
-662.761047,600,2734.733431
3824.740453,600,2771.389308
3253.36122,600,2796.945076
1397.249236,600,2822.478806
3963.404017,600,2877.239153
2738.827503,600,2902.831482
-5521.124633,600,2928.466459
9158.575884,600,2954.03071
-3151.397949,600,2990.757934
4779.630624,600,3034.658359
3288.133453,600,3060.189568
-15646.736866,600,3096.888702
-20901.19027,600,3122.509806
-1988.688941,600,3148.131748
-239.445605,600,3202.931906
4015.726098,600,3228.458697
-3427.706635,600,3254.051339
5011.043638,600,3279.667699
5671.741197,600,3316.483917
4962.308678,600,3342.065699
219.366849,600,3385.759269
3041.569139,600,3422.353733
9790.790189,600,3447.958993
-3828.155649,600,3473.568552
1413.609612,600,3499.100716
-2208.953091,600,3553.92314
5065.336973,600,3579.524269
-2662.37566,600,3605.047323
-3876.903802,600,3641.723225
2646.891005,600,3667.328547
